tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,runtimeMinutes,genres,averageRating,numVotes,lead_actors_ids,plot,budget,box_office,language,country
tt2262227,movie,The Book of Life,The Book of Life,0,2014.0,95.0,"Adventure,Animation,Comedy",7.2,84429,"['nm0526019', 'nm0757855', 'nm1475594', 'nm0000579', 'nm0000775']","Manolo, a young man who is torn between fulfilling the expectations of his family and following his heart, embarks on an adventure that spans three fantastic worlds where he must face his greatest fears.",,,,
tt0316356,movie,Open Range,Open Range,0,2003.0,139.0,"Action,Drama,Romance",7.4,84400,"['nm0000126', 'nm0000380', 'nm0526019', 'nm0072344', 'nm0000906']",A former gunslinger is forced to take up arms again when he and his cattle crew are threatened by a corrupt landowner.,,,,
tt9466114,movie,The Idea of You,The Idea of You,0,2024.0,115.0,"Comedy,Drama,Music",6.3,84387,"['nm0004266', 'nm5954280', 'nm5840032', 'nm1754239', 'nm1169428']","Solène, a 40-year-old single mom, begins an unexpected romance with 24-year-old Hayes Campbell, the lead singer of August Moon, the hottest boy band on the planet.",,,English,United States
tt0416315,movie,Wolf Creek,Wolf Creek,0,2005.0,99.0,"Horror,Thriller",6.2,84346,"['nm0680667', 'nm0536476', 'nm1040961', 'nm0418877', 'nm0690837']",Three backpackers stranded in the Australian outback are plunged inside a hellish nightmare of insufferable torture by a sadistic psychopathic local.,AU$1.4 million,AU$47.8 million(US$30.8 million),English,Australia[6]
tt0069762,movie,Badlands,Badlands,0,1973.0,94.0,"Action,Crime,Drama",7.7,84343,"['nm0000640', 'nm0000651', 'nm0643105', 'nm0081560', 'nm0899106']","An impressionable teenage girl from a dead-end town, and her older greaser boyfriend, embark on a killing spree in the South Dakota Badlands.","$300,000 (estimated)",,English,United States
tt0061184,movie,Who's Afraid of Virginia Woolf?,Who's Afraid of Virginia Woolf?,0,1966.0,131.0,Drama,8.0,84231,"['nm0000072', 'nm0000009', 'nm0001719', 'nm0006800', 'nm0281004']","A middle-aged New England associate professor and his wife, with the help of alcohol, use their young guests to fuel anguish and emotional pain towards each other over the course of a distressing night.",,,English,
tt0426592,movie,Superhero Movie,Superhero Movie,0,2008.0,75.0,"Action,Comedy,Sci-Fi",4.8,84207,"['nm0068166', 'nm0000558', 'nm0668139', 'nm0001520', 'nm0366389']","Orphaned high school student Rick Riker is bitten by a radioactive dragonfly, develops super powers (except for the ability to fly), and becomes a hero.",$35 million,$73 million,English,United States
tt0864835,movie,Mr. Peabody & Sherman,Mr. Peabody & Sherman,0,2014.0,92.0,"Adventure,Animation,Comedy",6.8,84193,"['nm0123092', 'nm1934618', 'nm0170306', 'nm0005182', 'nm2315031']","Sherman, a young boy, misuses a time machine made by his scientist father Mr. Peabody and causes the world history to go haywire. It is now up to Mr. Peabody to rescue his son and the world.",$145 million,$275.7 million,English,United States[2][3]
tt0094332,movie,The Witches of Eastwick,The Witches of Eastwick,0,1987.0,118.0,"Comedy,Fantasy,Horror",6.6,84179,"['nm0000197', 'nm0000333', 'nm0000215', 'nm0000201', 'nm0001021']","Three single women in a picturesque village have their wishes granted, at a cost, when a mysterious and flamboyant man arrives in their lives.",$22 million,$103 million,English,United States
tt0061578,movie,The Dirty Dozen,The Dirty Dozen,0,1967.0,150.0,"Action,Adventure,War",7.7,84023,"['nm0001511', 'nm0000308', 'nm0000314', 'nm0001023', 'nm0000987']","During World War II, a rebellious U.S. Army Major is assigned a dozen convicted murderers to train and lead them into a mass assassination mission of German officers.",$5.4 million,$45.3 million,"English
German
French",
tt0795461,movie,Scary Movie 5,Scary Movie 5,0,2013.0,86.0,Comedy,3.6,83981,"['nm0005350', 'nm0864308', 'nm0000221', 'nm0517820', 'nm3856188']","A couple begin to experience some unusual activity after bringing their lost nieces and nephew home. With the help of home-surveillance cameras, they learn they're being stalked by a nefarious demon.",$20 million,$78.4 million,English,United States
tt0093191,movie,Wings of Desire,Der Himmel über Berlin,0,1987.0,128.0,"Drama,Fantasy,Romance",7.9,83906,"['nm0004486', 'nm0231652', 'nm0761420', 'nm0092290', 'nm0000393']","An angel meets Peter Falk, and loves a French trapeze artist in Berlin.",5 million DM,USD$3.2 million,"German
English
French
Turkish
Hebrew
Spanish",
tt15255288,movie,Murder Mystery 2,Murder Mystery 2,0,2023.0,89.0,"Action,Adventure,Comedy",5.7,83902,"['nm0001191', 'nm0000098', 'nm0835016', 'nm0491259', 'nm3853652']",Full-time detectives Nick and Audrey are struggling to get their private eye agency off the ground. They find themselves at the center of international abduction when their friend Maharaja is kidnapped at his own lavish wedding.,,,English,United States
tt0481141,movie,No Reservations,No Reservations,0,2007.0,104.0,"Comedy,Drama,Romance",6.3,83895,"['nm0001876', 'nm0001173', 'nm1113550', 'nm0165101', 'nm1023127']",The life of a top chef changes when she becomes the guardian of her young niece.,$28 million,$92.6 million,English,
tt1234719,movie,Red Dawn,Red Dawn,0,2012.0,93.0,"Action,War",5.3,83889,"['nm1165110', 'nm1456970', 'nm1242688', 'nm0669681', 'nm1597316']",A group of teenagers look to save their town from an invasion of North Korean soldiers.,$17 million,$38 million,EnglishSpanishRussian,United States
tt0389557,movie,Black Book,Zwartboek,0,2006.0,145.0,"Drama,Thriller,War",7.7,83847,"['nm0396924', 'nm0396924', 'nm0462407', 'nm0389109', 'nm0717603']","In the Nazi-occupied Netherlands during World War II, a Jewish singer infiltrates the regional Gestapo headquarters for the Dutch resistance. Things get complicated when she falls for the enemy.",$21 million,$27 million,"Dutch
German
English
Hebrew",
tt1491044,movie,The Iceman,The Iceman,0,2012.0,106.0,"Biography,Crime,Drama",6.8,83813,"['nm0788335', 'nm0262635', 'nm0290556', 'nm0000213', 'nm0000501']","The story of Richard Kuklinski, the notorious contract killer and family man. When he was finally arrested in 1986, neither his wife nor his daughters had any clue about his real profession.",$13.5 million,$4.6 million,English,United States
tt0811080,movie,Speed Racer,Speed Racer,0,2008.0,135.0,"Action,Adventure,Comedy",6.1,83668,"['nm0386472', 'nm0289142', 'nm0000207', 'nm1675002', 'nm0000215']","Young driver, Speed Racer, aspires to be champion of the racing world with the help of his family and his high-tech Mach 5 automobile.",$120 million,$93.9 million,English,United States[1]
tt20850406,movie,Sita Ramam,Sita Ramam,0,2022.0,163.0,"Action,Drama,Musical",8.5,83665,"['nm4921260', 'nm7021807', 'nm7021807', 'nm8612305', 'nm8612305']","A soldier receives a life-changing letter from a woman named Sita, leading to a beautiful romance. Their love story takes an unexpected turn when he returns to his military post in Kashmir and faces imprisonment.",₹25 crores,est. ₹100 crores,Telugu,India
tt2428170,movie,Creep,Creep,0,2014.0,77.0,"Horror,Thriller",6.3,83657,"['nm0243233', 'nm2674307', 'nm1051221']","A young videographer answers an online ad for a one-day job in a remote town to record the last messages of a dying man. When he notices the man's odd behavior, he starts to question his intentions.",,,,
tt0120324,movie,A Simple Plan,A Simple Plan,0,1998.0,121.0,"Crime,Drama,Thriller",7.5,83641,"['nm0000200', 'nm0000671', 'nm0000403', 'nm0109785', 'nm0909668']","Two brothers and a friend, all blue-collar workers, come across millions of dollars in lost cash and make a plan to keep their find from the authorities, but it isn't long before complications and mistrust weave their way into the...",$17 million,$16.3 million,English,
tt8291224,movie,Uri: The Surgical Strike,Uri: The Surgical Strike,0,2019.0,138.0,"Action,Drama,History",8.2,83528,"['nm5817249', 'nm0712546', 'nm3741768', 'nm4417069', 'nm4417069']","Indian army special forces execute a covert operation, avenging the killing of fellow army men at their base by a terrorist group.",₹44 crore,₹342.06 crore,Hindi,India
tt1082868,movie,Quarantine,Quarantine,0,2008.0,89.0,"Horror,Sci-Fi,Thriller",6.0,83442,"['nm1358539', 'nm0004996', 'nm1551922', 'nm0379596', 'nm0000628']","A television reporter and her cameraman are trapped inside a building quarantined by the CDC, after the outbreak of a mysterious virus which turns humans into bloodthirsty killers.",,,,
tt9347730,movie,Candyman,Candyman,0,2021.0,91.0,"Horror,Thriller",5.9,83408,"['nm5584344', 'nm3500582', 'nm2805533', 'nm0231458', 'nm5269143']",A sequel to the horror film Candyman (1992) that returns to the now-gentrified Chicago neighborhood where the legend began.,,,,
tt0975645,movie,Hitchcock,Hitchcock,0,2012.0,98.0,"Biography,Drama,Romance",6.8,83403,"['nm0000164', 'nm0000545', 'nm0424060', 'nm0396812', 'nm0001057']",The relationship between Alfred Hitchcock and his wife Alma Reville during the filming of Psycho (1960) in 1959 is explored.,$15 million,$27 million,English,United States
tt0119925,movie,The Postman,The Postman,0,1997.0,177.0,"Action,Adventure,Drama",6.1,83303,"['nm0000126', 'nm0001599', 'nm0005478', 'nm0931404', 'nm0751638']",A nameless drifter dons a postman's uniform and bag of mail as he begins a quest to inspire hope to the survivors living in post-apocalyptic America.,$80 million,$30 million,English,United States
tt1740707,movie,Troll Hunter,Trolljegeren,0,2010.0,103.0,"Drama,Fantasy,Thriller",6.9,83288,"['nm0422151', 'nm0293804', 'nm0639016', 'nm3331177', 'nm2943075']","A group of students investigates a series of mysterious bear killings, but learns that there are much more dangerous things going on. They start to follow a mysterious hunter, learning that he is actually a troll hunter.",NOK 19 million($3.5 million),NOK 24 million($4.2 million),"Norwegian
English",Norway
tt1137450,movie,Death Wish,Death Wish,0,2018.0,107.0,"Action,Crime,Drama",6.3,83269,"['nm0000246', 'nm0000352', 'nm0000223', 'nm6714979', 'nm0606487']","Dr. Paul Kersey is an experienced trauma surgeon, a man who has spent his life saving lives. After an attack on his family, Paul embarks on his own mission for justice.",,,,
tt0080453,movie,The Blue Lagoon,The Blue Lagoon,0,1980.0,104.0,"Adventure,Drama,Romance",5.8,83258,"['nm0000222', 'nm0000803', 'nm0571674', 'nm0200122', 'nm0430745']","During the Victorian period, two preteen cousins are shipwrecked on a tropical island in the South Pacific and enjoy a simple life together until puberty complicates matters.",,,,
tt0120844,movie,Star Trek: Insurrection,Star Trek: Insurrection,0,1998.0,103.0,"Action,Adventure,Sci-Fi",6.4,83135,"['nm0001772', 'nm0000408', 'nm0000653', 'nm0000996', 'nm0000373']","When the crew of the Enterprise learn of a Federation conspiracy against the inhabitants of a unique planet, Captain Picard begins an open rebellion.",$70 million,$118 million,English,United States
tt5657856,movie,Brawl in Cell Block 99,Brawl in Cell Block 99,0,2017.0,132.0,"Crime,Drama,Thriller",7.1,83133,"['nm0000681', 'nm1358539', 'nm0000467', 'nm0001424', 'nm0089456']",A former boxer-turned-drug runner lands in a prison battleground after a deal gets deadly.,$4 million,"$79,208",English,United States
tt4477536,movie,Fifty Shades Freed,Fifty Shades Freed,0,2018.0,105.0,"Drama,Mystery,Romance",4.6,83122,"['nm0424848', 'nm1946193', 'nm0425053', 'nm3037833', 'nm1357683']","Anastasia and Christian get married, but Jack Hyde continues to threaten their relationship.",$55 million,$372 million,English,United States
tt0113824,movie,Whisper of the Heart,Mimi o sumaseba,0,1995.0,111.0,"Animation,Drama,Family",7.8,83110,"['nm0393365', 'nm1534063', 'nm0846181', 'nm0614026', 'nm0875503']",A love story between a girl who loves reading books and a boy who has previously checked out all of the library books she chooses.,,¥3.15 billion (Japan),Japanese,Japan
tt0097815,movie,Major League,Major League,0,1989.0,107.0,"Comedy,Sport",7.2,83079,"['nm0000297', 'nm0000221', 'nm0000929', 'nm0926592', 'nm0304000']","The new owner of the Cleveland Indians puts together a purposely horrible team so they'll lose and she can move the team. But when the plot is uncovered, they start winning just to spite her.",$11 million,$75 million,English,United States
tt0078841,movie,Being There,Being There,0,1979.0,130.0,"Comedy,Drama",7.9,83052,"['nm0000634', 'nm0000511', 'nm0002048', 'nm0912001', 'nm0246004']","After the death of his employer forces him out of the only home he's ever known, a simpleminded, sheltered gardener becomes an unlikely trusted advisor to a powerful tycoon and an insider in Washington politics.",$7 million,$30.2 million (US),English,United States
tt1352824,movie,Chloe,Chloe,0,2009.0,96.0,"Drama,Mystery,Thriller",6.2,83035,"['nm0000194', 'nm1086543', 'nm0000553', 'nm1302735', 'nm0861075']","Suspecting her husband of infidelity, gynecologist Dr. Catherine Stewart hires an escort named Chloe in order to test his faithfulness. Soon, the relationships between all three intensify.",,,,
tt8093700,movie,The Woman King,The Woman King,0,2022.0,135.0,"Action,Drama,History",6.9,82996,"['nm0205626', 'nm9096847', 'nm2736476', 'nm5956547', 'nm3915784']","A historical epic inspired by true events that took place in The Kingdom of Dahomey, one of the most powerful states of Africa in the 18th and 19th centuries.",$50 million,$97.6 million,English,United States
tt0133952,movie,The Siege,The Siege,0,1998.0,116.0,"Action,Thriller",6.4,82991,"['nm0000243', 'nm0000246', 'nm0000906', 'nm0000906', 'nm0001724']","The secret U.S. abduction of a suspected terrorist leads to a wave of terrorist attacks in New York City, which leads to the declaration of martial-law.",$70 million,$116.7 million,English,United States
tt0338095,movie,High Tension,Haute tension,0,2003.0,91.0,Horror,6.7,82977,"['nm0208426', 'nm0494069', 'nm0619600', 'nm0451076', 'nm0278367']","Best friends Marie and Alexia decide to spend a quiet weekend at Alexia's parents' secluded farmhouse. But on the night of their arrival, the girls' idyllic getaway turns into an endless night of horror.",$2.5 million,$6.8 million,French,France[1]
tt0139809,movie,The Thirteenth Floor,The Thirteenth Floor,0,1999.0,100.0,"Mystery,Sci-Fi,Thriller",7.0,82916,"['nm0081572', 'nm0081572', 'nm0081572', 'nm0001543', 'nm0001543']","Computer scientist Douglas Hall unknowingly gets involved in the murder of his colleague, Hannon Fuller, a computer genius, who is killed just before the testing of his newly launched virtual reality simulation programme.",$16 million,$18.5 million,English,
tt1655460,movie,Wanderlust,Wanderlust,0,2012.0,98.0,"Comedy,Romance",5.6,82886,"['nm0000098', 'nm0748620', 'nm0015196', 'nm0857620', 'nm0000257']","Rattled by sudden unemployment, a Manhattan couple surveys alternative living options, ultimately deciding to experiment with living on a rural commune where free love rules.",,,,
tt0421206,movie,Gridiron Gang,Gridiron Gang,0,2006.0,125.0,"Biography,Crime,Drama",6.9,82830,"['nm0425005', 'nm0944702', 'nm0129749', 'nm0728132', 'nm0242656']","Teenagers at a juvenile detention center, under the leadership of their counselor, gain self-esteem by playing football together.",$30 million,$41 million,English,United States
tt10665342,movie,Halloween Ends,Halloween Ends,0,2022.0,111.0,"Horror,Mystery,Romance",5.0,82812,"['nm0000130', 'nm5506858', 'nm0183921', 'nm3340982', 'nm0001599']",A cascade of violence and terror forces Laurie Strode to confront the evil she can't control.,$33 million,$105.4 million,English,United States
tt4995790,movie,The Square,The Square,0,2017.0,151.0,"Comedy,Drama",7.1,82770,"['nm0051903', 'nm0005253', 'nm0922035', 'nm1024953', 'nm1412125']",A prestigious Stockholm museum's chief art curator finds himself in times of both professional and personal crisis as he attempts to set up a controversial new exhibit.,,,,
tt0066026,movie,M*A*S*H,MASH,0,1970.0,116.0,"Comedy,Drama,War",7.3,82686,"['nm0000661', 'nm0001285', 'nm0000643', 'nm0001419', 'nm0000380']",The staff of a Korean War field hospital uses humor and hijinks to keep their sanity in the face of the horror of war.,$3 million,$81.6 million,English,United States
tt0113071,movie,First Knight,First Knight,0,1995.0,134.0,"Action,Adventure,Drama",6.0,82665,"['nm0000125', 'nm0000152', 'nm0000566', 'nm0002027', 'nm0192377']","Lancelot falls in love with Guinevere, who is due to be married to King Arthur. Meanwhile, a violent warlord tries to seize power from Arthur and his Knights of the Round Table.",$55 million,$127.6 million,English,
